,text
Mach_152.txt, venetians    land empire  use   methods  indicates   ruler  weak  divisions  never permitted   strong principality    useful   peacetime   can  used  control ones subjects  easily   war comes  folly   methods becomes apparent     doubt  rulers become great   overcome difficulties   attacks directed     reason fortune especially   wants  increase  power   new ruler    need  gain  reputation   hereditary one encourages  growth  enemies  makes  fight      will  able  vanquish   thus rise higher     ladder   enemies  provided   accordingly many people consider   shrewd ruler  seize  opportunity  
Mach_153.txt,encourage hostile forces cunningly     crushes   reputation  power will  greatly increased  rulers especially new rulers  often found  men    regarded  suspicion   early stages   rule prove  reliable  useful      trusted  first pandolfo petrucci ruler  siena governed  state    help   men      suspicious   anyone else     difficult  generalise   since men  circumstances vary  shall say    ruler will always find   easy  win   men   hostile     early stages   regime    insufficiently powerful  maintain  position without help   part   constrained  serve  faithfully    well aware  necessary      act    way   cancel  initially unfavourable view   thus  will always find   useful      feel  secure   positions tend  neglect  affairs 
Mach_154.txt, moreover since  matter  important    want  fail  remind  ruler   recently gained power   favoured   inhabitants     well aware   reasons    helped   gain power acted         natural affection        discontented   previous government  will   difficult  troublesome  keep  friendly   will   able  satisfy  considering  reason     light  instances drawn  ancient  modern history   clear    much easier  win  men   hostile      content   previous regime     keep attached     became friendly towards   helped   become ruler   
Mach_155.txt, disaffected  rulers   accustomed  build fortresses  strengthen  power  serve   bit  bridle    might plot     designed  provide  secure refuge     subjected   sudden attack  praise  practice     used since ancient times nevertheless    times niccolo vitelli destroyed two fortresses  citta di castello     maintain  rule  itb guido ubaldo duke  urbino   returned   dominions   cesare borgia  driven   razed   ground   fortresses   region   considered   destruction  make  less likely    lose power     bentivoglio returned  power  bologna  followed   policy  fortresses  sometimes useful   sometimes   
Mach_156.txt,depends   circumstances moreover   help    respects  will  harmful  others  subject may  clarified   following way   ruler   afraid    subjects   foreigners   build fortresses   ruler    afraid  foreigners     subjects   build   castle  milan built  francesco sforza    will   source   trouble   sforza family    disorder   state hence  best fortress  ruler can      hated   people    possess fortresses   people hate   fortresses will  save  since   people rise   will never   lack  foreign powers ready  help  fortresses  never   advantage   ruler  recent times except  countess  forli   husband count girolamo  assassinated   fortress  provided    refuge   popular uprising   able  await help  milan   regain power  
Mach_157.txt,circumstances     foreign power  able  help  people  fortresses   little use   later  cesare borgia attacked   hostile subjects rallied   invading forces hence   occasions   hated   people   made   secure   fortresses   bearing  mind   things   praise anyone  builds fortresses  anyone      criticise anyone  relies upon fortresses    worry  incurring  hatred   people  xxi    ruler  act  order  gain reputation  nothing enables  ruler  gain  prestige  undertaking great campaigns  performing unusual deeds    times ferdinand  aragon  present king  spain   notable example  might almost  called  new ruler     weak king   
Mach_158.txt,become   famous  glorious king  christendom    achievements  examined  will   found    remarkable     quite extraordinary  man attacked granada   beginning   reign   campaign laid  foundations   state first    began  campaign  things  quiet      afraid   opposed  kept  minds   barons  castile occupied   war      plan  revolts   meanwhile  acquiring prestige  increasing  hold      even aware   fact   able  maintain armies  money   church    subjects    long war   able  develop  powerful army whose achievements  subsequently brought   much honour moreover  order  undertake even greater campaigns  continued  make use  religion resorting   cruel  apparently pious policy  unexampled wretchedness   hunting   moors  driving     kingdom using   cloak  attacked africa  invaded ltaly  recently   attacked france thus   always plotted  achieved great things   never failed  keep  subjects   state  suspense  amazement   await  outcome   deeds    followed one another  quickly  nobody   enough time   able  initiate  revolt   
Mach_159.txt,   also  beneficial   ruler  perform  unusual deeds within  kingdom    recorded  messer bernabo  ruler  milan   happens  someone  something extraordinary whether good  bad  social  political life   hit   way  rewarding  punishing   will  much talked     ruler must contrive  achieve    actions  reputation    great man  outstanding intelligence   ruler  also highly regarded    either  true ally   outright enemy     unhesitatingly supports one ruler  another  policy  always better  remaining neutral since  two powerful rulers near  come  blows either  eventual victor will become  threat     will   either situation  will always  wiser  intervene  favour  one side  fight strongly    former situation     declare   will always  liable   despoiled   victor   please  satisfy  loser   will deservedly  defenceless  friendless   victor   want unreliable allies    help     hard pressed   loser will  show   favour     want  run  risk  sharing  fate  assisting  militarily 
Mach_16.txt,    first signs  trouble  perceived   easy  find  solution   one lets trouble develop  medicine will   late   malady will  become incurable   physicians say  consumptive diseases  also true   matter namely    beginning   illness   easy  treat  difficult  diagnose       diagnosed  treated   early stage  time passes  becomes easy  diagnose  difficult  treat  also happens  affairs  state   one recognises political problems early    shrewd  farseeing man can   may  resolved quickly      recognised  left  develop   everyone recognises     longer  remedy   romans therefore   perceived troubles   
Mach_160.txt, antiochus invaded greece invited    aetolians  order  drive   romans antiochus sent envoys   achaeans   allies   romans  advise   remain neutral    hand  romans exhorted   take  arms   behalf  matter  discussed   meeting   achaeans    envoy  antiochus exhorted   remain neutral    roman envoy replied quod autem isti dicunt non interponendi vos bello nihil magis alienum rebus vestris est sine gratia sine dignitate praemium victoris eritis    ruler     ally will always want   remain neutral whereas one    ally will always want  armed support  order  avoid present dangers irresolute rulers usually prefer  remain neutral   often    undoing however let us assume   strongly support one   parties   emerges 
Mach_161.txt,victorious even    powerful      mercy   beholden    friendship  established    men  never  dishonourable    attack    circumstances  display  much ingratitude moreover victories  never  decisive   victor   need   careful  especially  acting justly    ruler   help loses  will show gratitude    will help   far   can thus  become  ally   cause  may flourish     second situation   rulers fighting      threat     wiser still  intervene   will contribute   downfall  one ruler   helped  another ruler      wise   saved    together  
Mach_162.txt,win  ruler   help will    mercy    certainly   expected   will overcome  enemy since    help      observed   ruler   careful never  ally    ruler    powerful    order  attack  powers unless   forced     said      victorious together  will    mercy  rulers    best  avoid    mercy   powers  venetians allied   france   duke  milan    avoided  alliance   outcome   downfall      possible  avoid   commitment  happened   florentines   pope   king  spain launched  attack  lombardy  ruler   become involved   reasons previously mentioned 
Mach_163.txt,  government  ever believe    always possible  follow safe policies rather    realised   courses  action involve risks      nature  things   one tries  avoid one danger another  always encountered  prudence consists  knowing   assess  dangers   choose  least bad course  action    right one  follow   ruler  also show   lover  talent  honour   excel   art moreover   encourage  citizens  follow quietly  ordinary occupations   trade  agriculture  every  kind   one man   afraid  improve  increase  possessions  fear   will  taken    another   hesitate  begin  trade  fear   taxes  will  levied rather   offer rewards  anyone  wants    things ahd  anyone  seeks   way  improve  city  country furthermore  appropriate times   year   keep  people entertained  feasts  spectacles  since every city  divided  guilds  family groups   pay due attention   groups meeting   time  time  performing acts  display   affability  munificence    always  
Mach_164.txt,careful  preserve  prestige   office    something   never  diminished  xxii  secretaries  rulers   choosing  ministers    important matter   ruler whether     good depends  whether   shrewd  first indications   intelligence   ruler  given   quality   men around     capable  loyal   always  taken   shrewd    able  recognise  ability  retain  loyalty     mediocre  disloyal  low estimate   will never  mistaken    important error   made   choose   nobody  knew messer antonio da venafro  minister  pandolfo petrucci ruler  siena  fail  judge pandolfo   able man just    antonio   minister   three 
Mach_165.txt,kinds  mind  first grasps things unaided  second    explained  thitd never understands    first kind  exceptionally good  second  good  third useless consequently even  pandolfo   belong   first category  certainly belonged   second    ruler shows judgement  discerning  worth   another man says   even    lacks originality  mind  can discern  good  bad deeds   minister  reward  former  punish  latter  since  minister realises    deceive  master   careful  behave well     infallible way   ruler  weigh   minister   realise    thinking     affairs        actions  designed     interests  will never make  good minister   can never trust    man 
Mach_166.txt, governs  state  never think      affairs  always   ruler  concern     rulers affairs    hand  order  ensure  ministers fidelity  ruler  look    honouring  enriching  attaching    conferring honours  offices    short treating  minister    will realise   depends upon  ruler   many honours  riches will  make  want even  honours  riches   many offices will make  fear change  ministers  rulers    relationship   will  confidence          outcome will always   one     harmed  xxiii  flatterers   shunned     want  leave undiscussed  important subject   
Mach_167.txt,rulers easily make mistakes unless    shrewd   skilful  choosing men  refer  flatterers   found everywhere  courts  men   wrapped     affairs      liable  make mistakes    hard  defend oneself   plague moreover  ways  thing  protect oneself  flatterers involve  risk  becoming despised     way  protect   flattery   letting   known   told  truth   offend  however  anyone may speak frankly   respect   will soon disappear therefore  wise ruler will follow another way  choose shrewd men   service permitting  alone  speak frankly     asks    otherwise    ask   everything listen carefully   views   make   
Mach_168.txt,decisions    conduct    advisers   will  realise    candidly  speak   acceptable  will  apart     chosen   refuse  listen  anyone  pursue  aims steadfastly   waver  decisions   taken  ruler    act   way either comes  grief among flatterers  changes  decisions often    conflicting advice  receives   result   will  held  little esteem    like  cite  modern example   father luca adviser   present emperor maximilian speaking   majesty said   never consulted anyone  yet never acted   really wanted  resulted   failing  behave   way   advised    emperor   secretive man    let anyone know  plans       seek advice however   begins  
Mach_169.txt,carry   plans    court get  know     advise   act differently  since     firm character  allows    dissuaded      orders one day  countermanded  next    never known   wants  proposes     nobody can rely upon  decisions   ruler   never lack advice       wants    others want  give  rather   discourage anyone  giving advice uninvited nevertheless     ready  seek information  opinions   listen patiently  candid views  matters   raises indeed   learns  anyone  reticent   reason    angry  although many hold   ruler may properly  considered shrewd    high quality   advisers      
Mach_17.txt, merely brewing  always able  overcome   never allowed   develop  order  avoid fighting  war   knew  wars  really  avoided   merely postponed   advantage  others     wanted  wage war  philip  antioch us  greece     avoid   fight   italy   possible     avoided fighting     greece    resolved    moreover  romans never accepted  maxim heard every day   lips    sages  seek  benefit  temporising  preferred  enjoy  benefits  derived    strength  prudence  time brings  things    can produce benefits  well  evils evil  well  benefits  however let us return   king  france  examine whether 
Mach_170.txt, shrewd   undoubtedly  mistaken view     infallible rule   prince     wise   soundly advised unless  happens  put    hands   man    able  controls everything    certainly  well advised     last long    governor  soon deprive    state    ruler    shrewd takes advice  several men  will always hear conflicting opinions  will  incapable  reconciling    advisers will   thinking primarily    interests   will  understand  tendency   able  control     inevitable  men will always prove  doubtful loyalty unless compelled   faithful therefore    concluded  good advice  whomsoever  may come must  
Mach_171.txt, source   shrewdness   ruler  rulers shrewdness  derive  sound advice  xxiv   rulers  italy  lost  states    abovementioned measures  put  practice skilfully  will make  new ruler seem  well established  will quickly make  power  secure  stable     always   ruler  actions   new ruler  much  closely observed     hereditary ruler    actions  thought      able man people  much  impressed  much  attached         ancient lineage  men  much  interested  present things      past    find   affairs  flourishing   content    seek changes indeed  will  everything possible  defend  new ruler  long     deficient   respects thus  will acquire  double glory    founded  new principality    adorned  strengthened   good laws strong arms 
Mach_172.txt,reliable allies  exemplary conduct   man  inherits  principality  loses   lack  foresight  skill incurs  double disgrace   one considers  italian rulers   lost power  recent times    king ofnaples  duke  milan  others one finds   first  common military weakness   reasons    discussed  length secondly one finds       people hostile     others although  kept  people friendly  unable  secure  position   nobles   without  weaknesses states    capacity  maintain  army   field   lost philip  macedon   father  alexander   one defeated  titus quintus    much power  territory compared   might  rome  greece  attacked  nevertheless     genuine warrior 
Mach_173.txt, knew   win   people    deal   nobles   able  carry   war    many years  although  eventually lost control   cities  still kept  kingdom  therefore    rulers  lost  principalities   ruled   many years   lament  bad luck   blame   indolence   quiet times  never thought  things  change    common human failing   weather  fine   reckon  storms  difficult times came  thought   fleeing    defending    hoped   people angered   arrogant conduct   conquerors  restore   power  policy  sound     possible     bad  neglect  policies  choose  one  man  never risk falling   thinks  likely   will  rescued  may  happen  even     will  make  secure   defence  weak  cowardly    outside  control   defences     control  based    ability  effective certain  lasting 
Mach_174.txt, xxv  much power fortune   human affairs      resisted     unaware  many  thought  many still think   affairs   world   ruled  fortune   god   ability  men  control  rather  think     remedy    therefore    concluded    useless  sweat much  things  let   governed  fate  opinion    popular    times    great changes   taken place   still   seen even now   hardly   predicted   think     sometimes inclined   extent  share  opinion nevertheless     eliminate human freedom   disposed  hold  fortune   arbiter  half  actions    lets us control roughly   
Mach_175.txt,half   compare fortune  one   dangerous rivers    become enraged flood  plains destroy trees  buildings move earth  one place  deposit   another everyone flees   everyone gives way   thrust without  able  halt    way     mean    river    flood men  unable  take precautions  means  dykes  dams     rises next time  will either  overflow  banks      force will    uncontrolled  damaging    happens  fortune  shows  powers   force   organised  resist   therefore strikes   places   knows   dykes  dams   built  restrain     consider italy     seat   changes    given rise    will see  countryside devoid   embankments  defences     protected  proper defences like germany spain  france  flood    caused  great changes      occurred      said enough  general terms  resisting fortune 
Mach_176.txt, considering  matter   detail   observe  one sees  ruler flourishing today  ruined tomorrow without   changed    character  qualities  believe   attributable first   cause previously discussed  length namely   ruler  trusts entirely  luck comes  grief   luck runs  moreover  believe    successful   ways  suited   times  circumstances  unsuccessful      one sees    things  lead   end  everyone aims    glory  riches men proceed  different ways one man cautiously another impetuously one man forcefully another cunningly one man patiently another impatiently     different ways  acting can  effective    hand  two cautious men one may achieve  aims    fail  two men may  succeed although   different characters one 
Mach_177.txt,acting cautiously    impetuously  reason   different outcomes  whether  ways  acting conform   conditions    operate consequently    said two men acting differently may achieve   results   two men act    way one may succeed    fail    arise changes  prosperity    man acts cautiously  patiently   times  circumstances change  ways    methods  appropriate  will  successful    times  circumstances change   will come  grief     change  methods  one   find men    prudent    capable   sufficiently flexible either   natural inclinations   strong  permit us  change    always fared well  acting   certain way    think   good idea  change  methods therefore    necessary   
Mach_178.txt,cautious man  act expeditiously    know      leads   failure     possible  change ones character  suit  times  circumstances one  always  successful  pope julius ii always acted impetuously  found  times  circumstances  suited   ways    always successful consider  first expedition  made  bologna  messer giovanni bentivoglio  still alive  venetians  opposed       king  spain   also discussions   king  france    enterprise nevertheless acting   usual indomitable spirit  impetuosity  led  expedition personally  initiative caught  king  spain   venetians  guard  constrained    passive spectators  latter  fear   former    desire  recover  whole   
Mach_179.txt,kingdom  naples    hand julius involved  king  france   king saw  pope moving    wanted  cultivate  popes friendship   view  reducing  power  venice  decided     refuse  troops without offending   openly   swift initiative  julius achieved    pope acting  consummate prudence   attained     left rome  everything   agreed  settled    pope   done   never  succeeded   king  france   contrived  find countless excuses   others   produced countless reasons   pope  hesitate  shall  discuss   actions   similar  character   turned  well    shortness   pontificate   permit   taste  
Mach_18.txt, followed    policies   advocated  shall discuss louis  charles since  held possessions  italy   longer period  conduct can  better studied  will see     opposite     done  order  hold territory   acquired   foreign country  king louiss invasion  ltaly  aided   ambitious schemes   venetians  wanted  gain half  lombardy   invasion       wish  criticise  policy adopted   king since  wanted  gain  foothold  italy      allies   country rather  found every gate closed      conduct  charles   forced  make whatever alliances     good policy      successful    
Mach_180.txt,failure   circumstances  changed     imperative  act cautiously     undone    never  deviated   methods   natural     conclude   since circumstances vary  men  acting lack flexibility   successful   methods match  circumstances  unsuccessful      certainly think    better   impetuous  cautious  fortune   woman    want  control    necessary  treat  roughly    clear     inclined  yield  men   impetuous      calculating since fortune   woman   always well disposed towards young men    less cautious   aggressive  treat   boldly  xxvi exhortation  liberate italy   barbarian yoke 
Mach_181.txt, bearing  mind   matters previously discussed  ask  whether  present time  appropriate  welcoming  new ruler  italy  whether   matter  provides  opportunity   farseeing  able man  mould    form  will bring honour    benefit   inhabitants  seems     many things  propitious   new ruler     aware    ever    appropriate time      maintained   israelites    enslaved  egypt   ability  moses   displayed  persians    oppressed   medes  cyruss greatness  spirit   revealed   athenians  disarray   magnificent qualities oftheseus   demonstrated likewise  order   valour  worth   italian spirit   recognised italy    reduced   desperate straits    now finds   enslaved   hebrews  oppressed   persians  scattered   athenians without  acknowledged leader  without order  
Mach_182.txt,stability beaten despoiled lacerated overrun  short utterly devastated  although recently  spark  revealed  one man  might  led one  think    ordained  god  achieve  redemption yet   seen    struck   misfortune   highest point   career thus remaining almost lifeless italy  waiting  someone  heal  wounds  put  end   ravaging  lombardy   extortions   kingdom ofnaples  tuscany   cure  sores    festering   long look  italy beseeches god  send someone  rescue    cruel  arrogant domination   foreigners  see  ready  willing    rally   standard     someone  lead  way     one   italy can now place  hope except  
Mach_183.txt,illustrious family     successful  talented  favoured  god    church     now headh can take  lead  saving   will    difficult   bear  mind  deeds  lives   men named  although   exceptional  remarkable men   still  human      less favourable opportunities   one  now exists   causes    righteous   one  easier   favoured  god     righteous cause iustum enim est bellum quibus necessarium et pia arma ubi nulla nisi  armis spes est circumstances  now  favourable indeed   difficulties   confronted    great   circumstances  propitious    family will imitate  methods   men   proposed  exemplars moreover  unusual events   signs  god  recently  observed   sea  opened  
Mach_184.txt,cloud  shown   way water  flowed   rock manna  rained   everything points   future greatness   must play  part  god   want   everything  order   deprive us   freedom   glory  belong  us      surprising  none   italians previously mentioned  able  achieve    hoped  illustrious family will achieve      great changes   occurred  italy    military campaigns  always seems   italian military skill  valour  longer exist   reason      old military practices  unsound     nobody capable  devising new ones nothing brings  much honour   new ruler  new laws  new practices    devised  things    solidly based  conduce 
Mach_185.txt, achieving greatness  will make  revered  admired   italy    lack  matter  shape   form   individuals  great skill  valour    leaders  lack  qualities look   duels  combats  several men italians  superior  strength skill  resourcefulness    comes  fighting  armies    distinguish     stems   weakness   leaders    capable   followed  everyone thinks   knows best  now nobody   sufficient ability  luck  succeed  imposing     extent    leaders  recognised  superiority  outcome      long time    wars    fought   last twenty years  armies composed   italian troops  always fared badly  happened   taro   alessandria capua genoa vaila bologna  mestre  
Mach_186.txt,confirm  judgement    illustrious family  wants  emulate  great men  saved  countries   essential   else   sound basis  every campaign  form  army composed    men   can   soldiers  loyal  reliable  better even     soldiers individually  brave  will combine  form  better fighting force    led    ruler  honoured  well treated   hence  ltalian skill  courage   protect us  foreign enemies   essential  form  army   kind  although  swiss  spanish infantry  considered  formidable   weaknesses   different kind  army    fight    confident  defeating    spaniards   vulnerable  cavalry   swiss lack confidence 
Mach_187.txt, infantry  fight  strongly     thus    seen  experience will confirm    spaniards   vulnerable   french cavalry   swiss   fatal weakness   spanish infantry  although    proof   latter weakness  evidence  provided   battle  ravenna   spanish infantry fought   german battalions  fight    way   swiss   battle  spaniards using  agility  helped   use  bucklers penetrated   long german pikes   able  inflict great damage  germans  unable  repel     cavalry   attacked  spaniards  germans     killed   weaknesses    spanish   swiss infantry  recognised   will  possible  form  new kind  infantry    able  resist cavalry charges    intimidated  infantry  will  possible      right choice  weapons   changing battle formations    introduction   new methods  fighting  enhances  reputation   new ruler establishing    great leader 
Mach_188.txt,  opportunity  provide italy   liberator     long time must   missed    doubt       received  great affection    regions    inundated   foreign invasions  well    great thirst  revenge  resolute fidelity  devotion   tears  gratitude  gate   closed    people  fail  obey   envious hostility  work    italian  deny  homage  foreign domination stinks   nostrils  everyone let  illustrious family  take   mission   spirit  courage   faith  inspires  just causes     standard  country may  ennobled    auspices  words  petrarch will come true  virtu contra  furore prendera larme e fia el combatter corto 
Mach_19.txt, committed  errors    conquered lombardy   king   regained  power  prestige    lost  charles genoa surrendered  florentines became  allies  marquis  mantua  duke  ferrara bentivoglio  countess  forli  rulers offaenza pesaro rimini camerino piombino   people  lucca pisa  siena    moved  ally      point  venetians  able  understand  rashness   policy  order  gain  couple  possessions  lombardy   enabled  king  become master   third  italy  everyone will realise  easily  king   maintained  standing  italy    followed  abovementioned rules   maintained  protected   allies       many      weak  fearful    power   
Mach_2.txt,magnificence  trust  much   humanity will lead   accept  since      power  offer   greater gift  one     short time will enable   understand     learned   many years   much difficulty  danger    embellished  work  filling   rounded periods  high sounding words  fine phrases       beguiling artifices  apparent beauty   writers employ  describe  embellish  subjectmatter   wish        honoured     originality   importance   subject  make  acceptable   hope  will   considered presumptuous   man   low  humble condition  dare  discuss princely government   lay  rules      draw maps place   
Mach_20.txt,church    venetians  forced  remain allied      help   easily  dealt effectively   remaining greater powers    sooner  louis  milan   began  follow  opposite policy  helping pope alexander  conquer  romagna furthermore    realise   decision weakened    alienated  allies     thrown    lap  aggrandised  church   added much temporal power   spiritual power    derives  much authority    made  first blunder   forced  follow      put  stop  alexanders ambitions   ensure     become master oftuscany louis   compelled  invade italy    enough     increased  power   church  alienated  allies   coveted  kingdom  
Mach_21.txt,naples  divided    king  spain  whereas previously louis   arbiter  italy  now brought   partner  giving  ambitious men   country     discontented   someone  turn   help whereas    left   kingdom  tributary king louis removed   established  someone   drive    wanting  annex territory  indeed  natural  normal   capable men undertake    always praised   least  criticised   men    capable  achieving   bent  undertaking    costs    blunder  deserves censure hence   king  france   attacked  kingdom  naples    troops    done          tried  share    sharing lombardy   
Mach_22.txt,venetians deserves   excused   enabled   gain  foothold  italy   sharing deserves   censured since    necessary  therefore  excusable  louis  made  five blunders  extinguished  minor powers  increased  power   ruler   already powerful  italy  brought  italy   strong foreign power    institute direct rule     set  colonies nevertheless  mistakes need   damaged    lifetime     committed  sixth   putting   venetians      neither aggrandised  church  brought  king  spain  italy     reasonable  necessary  put    since   followed  first two courses   never  permitted  ruin   venetians since  venetians  powerful 
Mach_23.txt,  always  prevented   powers  intervening  lombardy   never  permitted intervention      become masters  lombardy     powers    wanted  take lombardy   king  france  order  give    venetians        strength  fight   france  venice  anyone  urge  louis ceded  romagna  alexander   kingdom ofnaples   king  spain  order  avoid waging war   reply   arguments advanced   one  never permit troubles  develop  order  avoid   fight  war    never  fact avoided   postponed   detriment   others  cite  promise  king made   pope  undertake  campaign    return   annulling   marriage  making rouen  cardinal   reply  arguments  shall advance later   rulers  keep  promises 
Mach_24.txt, king louis  lost lombardy     follow    policies followed     annexed countries   determined  keep     nothing extraordinary      matter  course    expected   discussed  matter  nantes   cardinal  rouen   duke valentino  cesare borgia  son  pope alexander  commonly called  engaged  capturing  romagna   cardinal  rouen remarked    italians   understand warfare  replied   french   understand statecraft         permitted  church  acquire  much power  experience  shown   power    church    king  spain   italy   brought    king  france    brought   ruin 
Mach_25.txt,   may  derived  generalisation   almost always valid anyone  enables another  become powerful brings    ruin   power  increased   either  guile   force      reasons   man   become powerful     guard  iv   kingdom  darius conquered  alexander   rebel   successors  alexanders death  given  difficulties encountered  holding  newly conquered territory  following facts may cause surprise alexander  great became master  asia within   years   long afterwards died  might   expected   whole region   rebel nevertheless alexanders successors held     contend    difficulties   arising    ambitious schemes   reply   principalities known  history   ruled  one 
Mach_26.txt, two ways either  one ruler   helped  govern  kingdom  others    reality  servants acting  ministers   grace  favour  else   ruler  barons  hold  rank  hereditary right    favour   ruler  barons    territories  subjects  recognise   lords   naturally devoted    states governed   ruler   servants  ruler   authority  throughout  country    one else   recognised   lord    subjects obey others       ministers  officials      personal devotion    contemporary examples   two types  government   turkish sultan   king  france  whole turkish kingdom  governed  one ruler  others    servants   
Mach_27.txt,kingdom  divided  sanjaks    sends various administrators   changes  moves   pleases   king  france  placed amidst  great number  hereditary lords recognised   state    subjects   devoted       hereditary privileges   king disallows    peril   two kinds  state  considered   will  found    difficult  overcome  state   turkish type      conquered  easy  hold     hand   respects   easier  conquer  state like france     difficult  hold    reasons    hard  conquer  turkish kingdom  first    possibility  princes   kingdom will seek aid   foreigner secondly    hope   men surrounding 
Mach_28.txt, ruler will rebel thus facilitating  invasion   reasons already mentioned since    servants  owe  position     harder  corrupt    one  succeed little advantage    hoped    will   followed   inhabitants   reasons mentioned   follows  anyone  attacks  sultan  turkey must expect  find  enemy united  will  obliged  trust    strength    troops    disunity   enemy   victory  achieved   defeat inflicted   decisive   enemy forces  regroup  remains   obstacle except  rulers family    wiped      focus  resistance   feared since  one else enjoys  standing   inhabitants  just   conqueror  expect  help     victory afterwards  will   reason  fear  
Mach_29.txt,  opposite occurs  kingdoms ruled like france    easy    make headway  winning   barons   kingdom    always    disaffected    want  change  regime   reasons already given  can assist  campaign  help  gain victory afterwards   want  keep    acquired countless difficulties will  encountered      helped       suffered    invasion    enough  wipe   ruling family since  remain  nobles    ready  lead new revolts since  can neither satisfy  destroy   will lose  state whenever circumstances  unfavourable  now   character   government  darius  borne  mind  will  found   resembles  turkish kingdom  therefore 
Mach_3.txt,low ground  order  understand  character   mountains   high points  climb higher  order  understand  character   plains likewise one needs    ruler  understand properly  character   people     man   people  understand properly  character  rulers  may  magnificence  accept  little gift   spirit     sending     read  pondered diligently  deep wish will  revealed namely    achieve  greatness  propitious circumstances   fine qualities promise    magnificence   heights   exalted position  sometimes deign  glance  towards  lowly places  will see  much   unjustly oppressed  great  cruel misfortune    different kinds  principality     acquired 
Mach_30.txt,alexander  forced  make  frontal assault  win  decisive victory afterwards since darius  dead alexander  able  maintain  power securely   reasons given     successors  remained united   easily  retained  power    tumults arising   kingdom resulted    conduct    impossible  hold without difficulty states organised like france   explains     many rebellions   romans  spain gaul  greece    many principalities   countries   memory   principalities endured  romans  never  certain  keeping possession   territories    faded    rule   long established  hold    assured however   romans later fell  fighting among   leader   faction  able  dominate  region   countries according   much 
Mach_31.txt,authority  acquired within     old hereditary ruling families  longer existed  provinces recognised   authority  various roman leaders  bearing   things  mind  nobody   surprised  easy    alexander  maintain  position  asia   difficult    others  hold conquered territories  pyrrhus  many others discovered  contrast   depend upon  much ability  conquerors displayed  upon  different characteristics   conquered states  v  one  govern cities  principalities    conquered used  live    laws   states   annexed   accustomed  living    laws   freedom    said   three ways  holding   first  destroy  political institutions  second  go  live    third  let  continue  
Mach_32.txt,live    laws exacting tribute  setting   oligarchical government  will keep  state friendly towards  since  government   set    ruler  knows   will  dependent upon  goodwill  power  will   concerned  maintain  status quo  one wants  preserve  city   accustomed   independent   free institutions    easily held  using  citizens  govern      way   spartans   romans provide good examples  spartans held athens  thebes  establishing oligarchies  yet  eventually lost control    order  hold capua carthage  numantia  romans destroyed theme  consequently never lost   tried  hold greece   similar manner   spartans  granting  freedom  letting  live    laws   unsuccessful     forced  destroy many cities   country  order  maintain  hold    fact destroying 
Mach_33.txt,cities    certain way  holding  anyone  becomes master   city accustomed   free way  life    destroy  may expect   destroyed       rebels  will always  able  appeal   spirit  freedom   ancient institutions   never forgotten despite  passage  time   benefits bestowed   new ruler whatever   whatever provisions  makes     foment internal divisions  scatter  inhabitants  will never forget  lost liberties   ancient institutions   will immediately attempt  recover  whenever    opportunity  pisa   enduring  century  subjection   florentines  however  cities  countries  accustomed  living   prince   ruling family  wiped   inhabitants  used  
Mach_34.txt,obeying  lack  older ruler   unable  agree  making one   ruler     know   embrace  free way  life  consequently   slow  resort  arms   ruler can  easily win     sure   will  harm    republics   greater vitality  hatred   stronger desire  revenge    forget indeed  forget  lost liberties therefore  surest way   destroy   else go  live   vi new principalities acquired  ones  arms  ability  nobody   surprised   discussing completely new principalities   regards  ruler   type  government  shall cite remarkable men  examples  men almost always follow   footsteps  others imitation   leading principle  human 
Mach_35.txt,behaviour since    always possible  follow   footsteps  others   equal  ability     imitate  shrewd man will always follow  methods  remarkable men  imitate     outstanding   even     succeed  matching  ability  least  will get within sniffing distance      act  skilful archers    target seems  distant knowing well  power   bow  aim   much higher point   hit    arrow   aiming    able  strike  target   maintain     completely new principality     new ruler  difficulty  will   maintaining  will depend   much ability  possesses     private citizen  become ruler presupposes    either able  lucky  might seem 
Mach_36.txt, one        degree mitigate many   difficulties nevertheless rulers maintain  better   owe little  luck   also  helpful   ruler  compelled  go  live   principality     possess  states  however  come     become rulers    ability    luck  favour  consider    outstanding  moses cyrus romulus theseus  others   stamp  although one   discuss moses    merely  executor     ordained  god yet    admired even     favour  made  worthy  speak  god  let us consider cyrus  others   acquired  founded kingdoms  will   found remarkable    actions  methods  considered  will  appear  different 
Mach_37.txt,   moses     great master    deeds  careers  examined  will  seen   owed nothing  luck except  opportunity  shape  material   form  seemed best      lacked  opportunity  strength   spirit    sapped    lacked ability  opportunity    wasted    necessary   moses  find  people  israel  egypt enslaved  oppressed   egyptians      disposed  follow   order  escape   servitude   necessary  romulus   exposed  birth  alba   find  full scope   abilities      wanted  become king  rome  indeed  founder   necessary  cyrus   found  persians discontented   rule  
